dish_id,image_path,calories
dish_1563823423,images\dish_1563823423.png,700.530396
dish_1564588919,images\dish_1564588919.png,335.944183
dish_1568405430,images\dish_1568405430.png,119.099396
dish_1566844803,images\dish_1566844803.png,249.819977
dish_1566413388,images\dish_1566413388.png,207.429993
dish_1561579706,images\dish_1561579706.png,284.444855
dish_1567110665,images\dish_1567110665.png,556.494568
dish_1568319838,images\dish_1568319838.png,607.506165
dish_1558382263,images\dish_1558382263.png,356.629974
dish_1559842326,images\dish_1559842326.png,334.483002
dish_1566499633,images\dish_1566499633.png,161.386429
dish_1558723123,images\dish_1558723123.png,51.988998
dish_1565728388,images\dish_1565728388.png,124.973
dish_1560444592,images\dish_1560444592.png,244.421005
dish_1558639221,images\dish_1558639221.png,24.5
dish_1563551006,images\dish_1563551006.png,357.669189
dish_1566419577,images\dish_1566419577.png,323.704224
dish_1562785328,images\dish_1562785328.png,133.92334
dish_1558639555,images\dish_1558639555.png,156.049011
dish_1558381665,images\dish_1558381665.png,17.85
dish_1560961261,images\dish_1560961261.png,192.519989
dish_1559149688,images\dish_1559149688.png,281.454987
dish_1558722883,images\dish_1558722883.png,15.0
dish_1566590946,images\dish_1566590946.png,405.611877
dish_1563998279,images\dish_1563998279.png,565.005005
dish_1558641007,images\dish_1558641007.png,23.369999
dish_1561061658,images\dish_1561061658.png,226.000137
dish_1563302315,images\dish_1563302315.png,13.86
dish_1558457468,images\dish_1558457468.png,23.800001
dish_1558721669,images\dish_1558721669.png,24.25
dish_1565638323,images\dish_1565638323.png,467.824677
dish_1565196260,images\dish_1565196260.png,74.360001
dish_1568048053,images\dish_1568048053.png,607.200073
dish_1559850338,images\dish_1559850338.png,307.117004
dish_1565726848,images\dish_1565726848.png,102.105309
dish_1561575170,images\dish_1561575170.png,42.75
dish_1561575068,images\dish_1561575068.png,421.936707
dish_1562963676,images\dish_1562963676.png,397.818726
dish_1563477701,images\dish_1563477701.png,179.424591
dish_1562687246,images\dish_1562687246.png,115.4216
dish_1564590254,images\dish_1564590254.png,248.535843
dish_1563309189,images\dish_1563309189.png,37.950001
dish_1561753400,images\dish_1561753400.png,354.682678
dish_1562094621,images\dish_1562094621.png,10.54
dish_1558109864,images\dish_1558109864.png,213.897003
dish_1565119493,images\dish_1565119493.png,529.144897
dish_1564589308,images\dish_1564589308.png,227.009995
dish_1557862696,images\dish_1557862696.png,19.25
dish_1562699570,images\dish_1562699570.png,24.42
dish_1562945779,images\dish_1562945779.png,37.69532
dish_1564170010,images\dish_1564170010.png,1264.54834
dish_1561753168,images\dish_1561753168.png,245.501923
dish_1568666061,images\dish_1568666061.png,260.434052
dish_1562603867,images\dish_1562603867.png,1049.11731
dish_1568665935,images\dish_1568665935.png,154.222
dish_1566501012,images\dish_1566501012.png,132.87999
dish_1563567663,images\dish_1563567663.png,514.112061
dish_1560541680,images\dish_1560541680.png,95.052574
dish_1566934120,images\dish_1566934120.png,183.993713
dish_1560441487,images\dish_1560441487.png,41.419998
dish_1561147967,images\dish_1561147967.png,177.980042
dish_1558375583,images\dish_1558375583.png,386.134003
dish_1564761457,images\dish_1564761457.png,287.306
dish_1560442226,images\dish_1560442226.png,83.790001
dish_1568666303,images\dish_1568666303.png,443.199982
dish_1564516760,images\dish_1564516760.png,442.728943
dish_1562169762,images\dish_1562169762.png,262.330139
dish_1565724235,images\dish_1565724235.png,256.22879
dish_1562873155,images\dish_1562873155.png,41.33675
dish_1565811287,images\dish_1565811287.png,16.51
dish_1563481030,images\dish_1563481030.png,155.81044
dish_1564428475,images\dish_1564428475.png,261.616272
dish_1562010440,images\dish_1562010440.png,247.625168
dish_1562168450,images\dish_1562168450.png,282.539978
dish_1566317742,images\dish_1566317742.png,154.720001
dish_1566413321,images\dish_1566413321.png,14.030001
dish_1558718610,images\dish_1558718610.png,113.527
dish_1563564760,images\dish_1563564760.png,341.852448
dish_1558031526,images\dish_1558031526.png,76.942001
dish_1568055986,images\dish_1568055986.png,54.400002
dish_1560974707,images\dish_1560974707.png,55.025124
dish_1560444869,images\dish_1560444869.png,14.040001
dish_1564691420,images\dish_1564691420.png,212.347305
dish_1564518850,images\dish_1564518850.png,194.326996
dish_1566501126,images\dish_1566501126.png,564.917969
dish_1558639335,images\dish_1558639335.png,60.32
dish_1560456794,images\dish_1560456794.png,205.283386
dish_1563391375,images\dish_1563391375.png,84.283714
dish_1563811611,images\dish_1563811611.png,195.360001
dish_1559838214,images\dish_1559838214.png,43.279999
dish_1563568263,images\dish_1563568263.png,119.654999
dish_1559668238,images\dish_1559668238.png,290.139984
dish_1565898331,images\dish_1565898331.png,155.993118
dish_1561662160,images\dish_1561662160.png,41.838322
dish_1558630207,images\dish_1558630207.png,670.596008
dish_1558457577,images\dish_1558457577.png,172.604996
dish_1562872150,images\dish_1562872150.png,7.48
dish_1564588859,images\dish_1564588859.png,183.586426
dish_1568405214,images\dish_1568405214.png,144.255814
dish_1566835641,images\dish_1566835641.png,312.766815
dish_1560441529,images\dish_1560441529.png,66.419998
dish_1563220143,images\dish_1563220143.png,425.514618
dish_1560453174,images\dish_1560453174.png,329.716248
dish_1563996625,images\dish_1563996625.png,342.701141
dish_1563302391,images\dish_1563302391.png,401.215424
dish_1558380527,images\dish_1558380527.png,385.952026
dish_1563464389,images\dish_1563464389.png,91.970001
dish_1563824130,images\dish_1563824130.png,111.319603
dish_1561580278,images\dish_1561580278.png,23.32
dish_1558721345,images\dish_1558721345.png,19.5
dish_1560453132,images\dish_1560453132.png,142.09024
dish_1565987201,images\dish_1565987201.png,560.658997
dish_1558549806,images\dish_1558549806.png,781.958008
dish_1560787696,images\dish_1560787696.png,37.869999
dish_1562788536,images\dish_1562788536.png,245.132004
dish_1561578441,images\dish_1561578441.png,387.084412
dish_1568401233,images\dish_1568401233.png,490.393372
dish_1558725576,images\dish_1558725576.png,19.75
dish_1562009006,images\dish_1562009006.png,470.716644
dish_1560788349,images\dish_1560788349.png,78.925995
dish_1565637162,images\dish_1565637162.png,581.508667
dish_1565640272,images\dish_1565640272.png,377.820007
dish_1559062005,images\dish_1559062005.png,113.909996
dish_1568314823,images\dish_1568314823.png,144.0
dish_1562960472,images\dish_1562960472.png,139.970001
dish_1568666032,images\dish_1568666032.png,243.584183
dish_1561737293,images\dish_1561737293.png,801.822021
dish_1560799558,images\dish_1560799558.png,196.840012
dish_1559590031,images\dish_1559590031.png,402.746216
dish_1563308428,images\dish_1563308428.png,406.307678
dish_1560368712,images\dish_1560368712.png,146.875183
dish_1558642021,images\dish_1558642021.png,228.899994
dish_1564432238,images\dish_1564432238.png,455.387939
dish_1563304333,images\dish_1563304333.png,451.235687
dish_1565727738,images\dish_1565727738.png,2.52
dish_1564687046,images\dish_1564687046.png,374.793854
dish_1566416701,images\dish_1566416701.png,198.53717
dish_1565195398,images\dish_1565195398.png,135.37854
dish_1566414924,images\dish_1566414924.png,247.482193
dish_1566416339,images\dish_1566416339.png,77.979889
dish_1565725156,images\dish_1565725156.png,452.669983
dish_1561578570,images\dish_1561578570.png,136.804855
dish_1558629517,images\dish_1558629517.png,263.218994
dish_1562602627,images\dish_1562602627.png,577.176025
dish_1559149615,images\dish_1559149615.png,124.429993
dish_1561661324,images\dish_1561661324.png,33.0
dish_1562776428,images\dish_1562776428.png,33.69978
dish_1563480608,images\dish_1563480608.png,886.946472
dish_1565023157,images\dish_1565023157.png,379.034851
dish_1564427455,images\dish_1564427455.png,354.26004
dish_1563998244,images\dish_1563998244.png,259.479187
dish_1564686740,images\dish_1564686740.png,399.804565
dish_1562007763,images\dish_1562007763.png,290.70047
dish_1558640882,images\dish_1558640882.png,32.299999
dish_1558723671,images\dish_1558723671.png,38.130001
dish_1560973984,images\dish_1560973984.png,171.213257
dish_1564689138,images\dish_1564689138.png,268.266998
dish_1565728415,images\dish_1565728415.png,194.42775
dish_1566934057,images\dish_1566934057.png,66.090729
dish_1558116298,images\dish_1558116298.png,854.690979
dish_1556575327,images\dish_1556575327.png,103.300003
dish_1568318480,images\dish_1568318480.png,1119.280029
dish_1558640748,images\dish_1558640748.png,14.5
dish_1562774159,images\dish_1562774159.png,90.76355
dish_1566414412,images\dish_1566414412.png,920.120422
dish_1563824155,images\dish_1563824155.png,455.727905
dish_1563910639,images\dish_1563910639.png,697.289185
dish_1561740385,images\dish_1561740385.png,99.374557
dish_1558724853,images\dish_1558724853.png,50.740002
dish_1563824377,images\dish_1563824377.png,454.046021
dish_1562872182,images\dish_1562872182.png,41.539997
dish_1567526738,images\dish_1567526738.png,225.159988
dish_1566417516,images\dish_1566417516.png,385.402527
dish_1565711498,images\dish_1565711498.png,246.827271
dish_1558725403,images\dish_1558725403.png,289.050018
dish_1558636980,images\dish_1558636980.png,222.778
dish_1558110436,images\dish_1558110436.png,85.629005
dish_1563998210,images\dish_1563998210.png,148.089218
dish_1565811139,images\dish_1565811139.png,902.200012
dish_1561567053,images\dish_1561567053.png,26.1
dish_1562872432,images\dish_1562872432.png,259.08316
dish_1561661479,images\dish_1561661479.png,242.17569
dish_1563389413,images\dish_1563389413.png,34.649998
dish_1562790295,images\dish_1562790295.png,538.709778
dish_1562787783,images\dish_1562787783.png,114.013741
dish_1562614980,images\dish_1562614980.png,566.146057
dish_1566415558,images\dish_1566415558.png,169.100739
dish_1559675268,images\dish_1559675268.png,39.370003
dish_1565728494,images\dish_1565728494.png,326.32962
dish_1558636813,images\dish_1558636813.png,60.720001
dish_1563309285,images\dish_1563309285.png,59.450005
dish_1565036953,images\dish_1565036953.png,586.944702
dish_1565627751,images\dish_1565627751.png,68.909271
dish_1564170880,images\dish_1564170880.png,348.557159
dish_1561405912,images\dish_1561405912.png,270.881866
dish_1563475953,images\dish_1563475953.png,427.446991
dish_1562788010,images\dish_1562788010.png,67.643532
dish_1567024187,images\dish_1567024187.png,334.945831
dish_1567024252,images\dish_1567024252.png,512.015808
dish_1562776465,images\dish_1562776465.png,173.432449
dish_1561667207,images\dish_1561667207.png,249.444839
dish_1565987015,images\dish_1565987015.png,14.72
dish_1558717886,images\dish_1558717886.png,73.839996
dish_1560445004,images\dish_1560445004.png,339.5979
dish_1565118999,images\dish_1565118999.png,200.386719
dish_1561575908,images\dish_1561575908.png,106.360001
dish_1561654326,images\dish_1561654326.png,59.79258
dish_1563555072,images\dish_1563555072.png,165.76001
dish_1557937615,images\dish_1557937615.png,6.93
dish_1560541706,images\dish_1560541706.png,110.802574
dish_1566923004,images\dish_1566923004.png,158.820007
dish_1560543625,images\dish_1560543625.png,560.300903
dish_1561578623,images\dish_1561578623.png,208.514832
dish_1564086624,images\dish_1564086624.png,217.292999
dish_1562007789,images\dish_1562007789.png,302.954895
dish_1561661449,images\dish_1561661449.png,237.075684
dish_1563222775,images\dish_1563222775.png,190.584213
dish_1557937758,images\dish_1557937758.png,106.782997
dish_1562096512,images\dish_1562096512.png,30.3396
dish_1563475826,images\dish_1563475826.png,74.279999
dish_1558376874,images\dish_1558376874.png,335.298004
dish_1561739238,images\dish_1561739238.png,274.190002
dish_1559843052,images\dish_1559843052.png,53.5
dish_1562958563,images\dish_1562958563.png,130.839996
dish_1566501324,images\dish_1566501324.png,65.269997
dish_1562702379,images\dish_1562702379.png,100.882935
dish_1562605315,images\dish_1562605315.png,217.559998
dish_1563565289,images\dish_1563565289.png,93.367996
dish_1559242221,images\dish_1559242221.png,659.033997
dish_1566402232,images\dish_1566402232.png,511.396118
dish_1563566626,images\dish_1563566626.png,62.099998
dish_1562691466,images\dish_1562691466.png,319.870972
dish_1561661972,images\dish_1561661972.png,12.09
dish_1565640528,images\dish_1565640528.png,38.546906
dish_1561748950,images\dish_1561748950.png,197.252945
dish_1559059954,images\dish_1559059954.png,108.199997
dish_1558632959,images\dish_1558632959.png,16.02
dish_1563221640,images\dish_1563221640.png,469.186188
dish_1560443437,images\dish_1560443437.png,116.279999
dish_1561407249,images\dish_1561407249.png,73.879166
dish_1559848857,images\dish_1559848857.png,28.089998
dish_1562959547,images\dish_1562959547.png,165.617737
dish_1558375833,images\dish_1558375833.png,317.032013
dish_1563984701,images\dish_1563984701.png,275.200012
dish_1564761488,images\dish_1564761488.png,327.986023
dish_1565033110,images\dish_1565033110.png,47.599998
dish_1558029686,images\dish_1558029686.png,119.019997
dish_1560368162,images\dish_1560368162.png,41.639214
dish_1564000490,images\dish_1564000490.png,532.706482
dish_1567785622,images\dish_1567785622.png,30.779999
dish_1563208439,images\dish_1563208439.png,92.610001
dish_1562615283,images\dish_1562615283.png,176.535965
dish_1562871537,images\dish_1562871537.png,685.772949
dish_1560889032,images\dish_1560889032.png,246.868225
dish_1565726949,images\dish_1565726949.png,451.546997
dish_1562184663,images\dish_1562184663.png,600.540405
dish_1563567626,images\dish_1563567626.png,291.838776
dish_1564688969,images\dish_1564688969.png,239.309998
dish_1561060477,images\dish_1561060477.png,141.018997
dish_1558028606,images\dish_1558028606.png,19.5
dish_1567785130,images\dish_1567785130.png,76.690483
dish_1565638515,images\dish_1565638515.png,198.970978
dish_1562873416,images\dish_1562873416.png,52.360001
dish_1558544870,images\dish_1558544870.png,198.354996
dish_1558722247,images\dish_1558722247.png,604.616028
dish_1559844479,images\dish_1559844479.png,83.449997
dish_1563813436,images\dish_1563813436.png,418.75946
dish_1558458903,images\dish_1558458903.png,115.620003
dish_1560360148,images\dish_1560360148.png,587.794006
dish_1565107119,images\dish_1565107119.png,426.374634
dish_1568666263,images\dish_1568666263.png,93.400002
dish_1564691450,images\dish_1564691450.png,542.326721
dish_1561749818,images\dish_1561749818.png,340.027893
dish_1565727921,images\dish_1565727921.png,768.554016
dish_1561580322,images\dish_1561580322.png,44.25
dish_1565711270,images\dish_1565711270.png,31.620001
dish_1563391333,images\dish_1563391333.png,23.443058
dish_1562615360,images\dish_1562615360.png,331.481995
dish_1563827110,images\dish_1563827110.png,220.044998
dish_1562617939,images\dish_1562617939.png,234.966125
dish_1563221519,images\dish_1563221519.png,379.96991
dish_1559846311,images\dish_1559846311.png,114.972008
dish_1566938088,images\dish_1566938088.png,494.496582
dish_1566851115,images\dish_1566851115.png,81.554428
dish_1561574456,images\dish_1561574456.png,203.657364
dish_1566488905,images\dish_1566488905.png,82.308296
dish_1561062171,images\dish_1561062171.png,101.142975
dish_1563827086,images\dish_1563827086.png,199.044998
dish_1562947376,images\dish_1562947376.png,36.5
dish_1561665452,images\dish_1561665452.png,624.853943
dish_1565811061,images\dish_1565811061.png,380.320007
dish_1562958998,images\dish_1562958998.png,109.093597
dish_1563391647,images\dish_1563391647.png,27.390959
dish_1563996308,images\dish_1563996308.png,718.51178
dish_1561753021,images\dish_1561753021.png,918.175781
dish_1563305837,images\dish_1563305837.png,11.431157
dish_1563305883,images\dish_1563305883.png,83.052505
dish_1564082212,images\dish_1564082212.png,707.941284
dish_1568401199,images\dish_1568401199.png,459.643372
dish_1561492628,images\dish_1561492628.png,13.64
dish_1560527225,images\dish_1560527225.png,937.789368
dish_1567801716,images\dish_1567801716.png,101.042
dish_1564428144,images\dish_1564428144.png,205.212921
dish_1558639949,images\dish_1558639949.png,21.76
dish_1559061752,images\dish_1559061752.png,192.819992
dish_1560456814,images\dish_1560456814.png,318.333374
dish_1559678405,images\dish_1559678405.png,552.346069
dish_1558641075,images\dish_1558641075.png,12.42
dish_1562774099,images\dish_1562774099.png,51.993542
dish_1558629444,images\dish_1558629444.png,225.459
dish_1558373008,images\dish_1558373008.png,251.558014
dish_1558632233,images\dish_1558632233.png,122.604004
dish_1565984299,images\dish_1565984299.png,93.343513
dish_1565898158,images\dish_1565898158.png,240.425751
dish_1561492687,images\dish_1561492687.png,105.605652
dish_1562010418,images\dish_1562010418.png,209.545135
dish_1556575014,images\dish_1556575014.png,71.299995
dish_1562776497,images\dish_1562776497.png,291.832458
dish_1558725786,images\dish_1558725786.png,113.527
dish_1565021141,images\dish_1565021141.png,467.054993
dish_1558635962,images\dish_1558635962.png,52.028999
dish_1561749061,images\dish_1561749061.png,302.860138
dish_1566849987,images\dish_1566849987.png,562.969971
dish_1560454513,images\dish_1560454513.png,54.444004
dish_1558547068,images\dish_1558547068.png,2.53
dish_1558639195,images\dish_1558639195.png,238.25
dish_1565036922,images\dish_1565036922.png,539.864685
dish_1562871297,images\dish_1562871297.png,124.973
dish_1562085132,images\dish_1562085132.png,91.970001
dish_1558549086,images\dish_1558549086.png,73.150002
dish_1559675234,images\dish_1559675234.png,36.970001
dish_1568404889,images\dish_1568404889.png,247.288361
dish_1558463429,images\dish_1558463429.png,42.09
dish_1567020394,images\dish_1567020394.png,176.15863
dish_1558720236,images\dish_1558720236.png,887.823059
dish_1563309237,images\dish_1563309237.png,49.550003
dish_1563565761,images\dish_1563565761.png,88.662773
dish_1560356566,images\dish_1560356566.png,676.799988
dish_1563305513,images\dish_1563305513.png,606.251953
dish_1563309398,images\dish_1563309398.png,655.986816
dish_1565811423,images\dish_1565811423.png,240.057129
dish_1566933226,images\dish_1566933226.png,245.449509
dish_1568318361,images\dish_1568318361.png,540.820007
dish_1561492665,images\dish_1561492665.png,81.950653
dish_1562874203,images\dish_1562874203.png,362.521729
dish_1564170967,images\dish_1564170967.png,400.202118
dish_1558468494,images\dish_1558468494.png,15.785
dish_1558640477,images\dish_1558640477.png,59.416
dish_1558723982,images\dish_1558723982.png,294.830994
dish_1561575445,images\dish_1561575445.png,35.458431
dish_1559843185,images\dish_1559843185.png,64.349998
dish_1558630600,images\dish_1558630600.png,73.839996
dish_1563307575,images\dish_1563307575.png,671.082031
dish_1560443474,images\dish_1560443474.png,172.779999
dish_1561405356,images\dish_1561405356.png,206.645203
dish_1562010315,images\dish_1562010315.png,671.106934
dish_1568044581,images\dish_1568044581.png,386.223419
dish_1557861605,images\dish_1557861605.png,35.099998
dish_1563568292,images\dish_1563568292.png,276.682983
dish_1559841127,images\dish_1559841127.png,339.543488
dish_1562007842,images\dish_1562007842.png,492.281372
dish_1566332116,images\dish_1566332116.png,153.550003
dish_1560543583,images\dish_1560543583.png,254.657333
dish_1563984296,images\dish_1563984296.png,436.337067
dish_1562183151,images\dish_1562183151.png,108.392403
dish_1565811025,images\dish_1565811025.png,361.050018
dish_1562602803,images\dish_1562602803.png,121.742279
dish_1565382833,images\dish_1565382833.png,396.63858
dish_1558638137,images\dish_1558638137.png,60.839996
dish_1560543605,images\dish_1560543605.png,485.570892
dish_1558379639,images\dish_1558379639.png,385.952026
dish_1560543704,images\dish_1560543704.png,140.009995
dish_1568320470,images\dish_1568320470.png,521.038635
dish_1561575474,images\dish_1561575474.png,120.058434
dish_1563468199,images\dish_1563468199.png,53.5
dish_1563305354,images\dish_1563305354.png,340.073578
dish_1561393764,images\dish_1561393764.png,280.799988
dish_1564675157,images\dish_1564675157.png,208.928787
dish_1558380152,images\dish_1558380152.png,74.360001
dish_1559239369,images\dish_1559239369.png,130.919998
dish_1563823814,images\dish_1563823814.png,25.585732
dish_1561574428,images\dish_1561574428.png,84.002373
dish_1561574848,images\dish_1561574848.png,182.258301
dish_1565195362,images\dish_1565195362.png,98.578537
dish_1564675411,images\dish_1564675411.png,235.531006
dish_1559238566,images\dish_1559238566.png,62.130001
dish_1562169818,images\dish_1562169818.png,346.819672
dish_1562085604,images\dish_1562085604.png,241.110001
dish_1558640039,images\dish_1558640039.png,40.18
dish_1560788384,images\dish_1560788384.png,111.198997
dish_1560455179,images\dish_1560455179.png,103.320847
dish_1558638983,images\dish_1558638983.png,59.416
dish_1564429843,images\dish_1564429843.png,395.729828
dish_1564170474,images\dish_1564170474.png,39.480003
dish_1559157777,images\dish_1559157777.png,2.53
dish_1563565683,images\dish_1563565683.png,65.742775
dish_1559841870,images\dish_1559841870.png,114.972008
dish_1560366410,images\dish_1560366410.png,58.741066
dish_1563305321,images\dish_1563305321.png,32.936092
dish_1565382995,images\dish_1565382995.png,23.210001
dish_1559668272,images\dish_1559668272.png,512.140015
dish_1564588483,images\dish_1564588483.png,175.746002
dish_1558116547,images\dish_1558116547.png,74.879997
dish_1565640427,images\dish_1565640427.png,195.761993
dish_1559240875,images\dish_1559240875.png,116.116005
dish_1558635523,images\dish_1558635523.png,55.899998
dish_1562874250,images\dish_1562874250.png,394.440033
dish_1558639673,images\dish_1558639673.png,16.02
dish_1565022062,images\dish_1565022062.png,234.606583
dish_1561392512,images\dish_1561392512.png,42.75
dish_1566414291,images\dish_1566414291.png,345.14212
dish_1562876531,images\dish_1562876531.png,66.066925
dish_1563998513,images\dish_1563998513.png,757.505066
dish_1566501293,images\dish_1566501293.png,41.900002
dish_1559751552,images\dish_1559751552.png,227.313004
dish_1560888849,images\dish_1560888849.png,168.964127
dish_1568314951,images\dish_1568314951.png,496.129456
dish_1563553735,images\dish_1563553735.png,114.385803
dish_1565987054,images\dish_1565987054.png,260.569977
dish_1562603842,images\dish_1562603842.png,594.2453
dish_1567023132,images\dish_1567023132.png,59.200001
dish_1566850099,images\dish_1566850099.png,113.057968
dish_1563218987,images\dish_1563218987.png,383.559662
dish_1562615128,images\dish_1562615128.png,397.568329
dish_1567107989,images\dish_1567107989.png,140.139297
dish_1565799617,images\dish_1565799617.png,294.22171
dish_1561392593,images\dish_1561392593.png,354.044922
dish_1558719097,images\dish_1558719097.png,19.26
dish_1562603813,images\dish_1562603813.png,475.959991
dish_1561576978,images\dish_1561576978.png,511.614227
dish_1563568338,images\dish_1563568338.png,631.706665
dish_1568401090,images\dish_1568401090.png,1158.98999
dish_1565107092,images\dish_1565107092.png,313.440002
dish_1562168673,images\dish_1562168673.png,56.354836
dish_1562789268,images\dish_1562789268.png,569.511536
dish_1561148481,images\dish_1561148481.png,281.281128
dish_1559332795,images\dish_1559332795.png,39.368401
dish_1566488956,images\dish_1566488956.png,280.888275
dish_1558635933,images\dish_1558635933.png,33.32
dish_1558458737,images\dish_1558458737.png,41.599998
dish_1562687274,images\dish_1562687274.png,161.021606
dish_1561667430,images\dish_1561667430.png,342.213593
dish_1565798558,images\dish_1565798558.png,88.315727
dish_1566330428,images\dish_1566330428.png,290.690887
dish_1567007751,images\dish_1567007751.png,39.93
dish_1562947885,images\dish_1562947885.png,215.970001
dish_1562615070,images\dish_1562615070.png,14.471023
dish_1563550976,images\dish_1563550976.png,284.690002
dish_1563305982,images\dish_1563305982.png,273.63089
dish_1565808975,images\dish_1565808975.png,35.720001
dish_1560357297,images\dish_1560357297.png,942.454041
dish_1563294987,images\dish_1563294987.png,97.379997
dish_1561049409,images\dish_1561049409.png,317.779999
dish_1563822663,images\dish_1563822663.png,303.099365
dish_1558549413,images\dish_1558549413.png,682.15802
dish_1564685144,images\dish_1564685144.png,26.1625
dish_1560369122,images\dish_1560369122.png,92.058571
dish_1558114145,images\dish_1558114145.png,57.27
dish_1562099157,images\dish_1562099157.png,277.531311
dish_1564168695,images\dish_1564168695.png,385.007996
dish_1558376984,images\dish_1558376984.png,671.67804
dish_1558114569,images\dish_1558114569.png,26.91
dish_1563984199,images\dish_1563984199.png,322.679993
dish_1562172643,images\dish_1562172643.png,734.269958
dish_1568664931,images\dish_1568664931.png,67.877647
dish_1562945332,images\dish_1562945332.png,246.650803
dish_1565369938,images\dish_1565369938.png,167.709991
dish_1563811439,images\dish_1563811439.png,137.319992
dish_1558026684,images\dish_1558026684.png,24.139999
dish_1563824279,images\dish_1563824279.png,58.599998
dish_1564160161,images\dish_1564160161.png,242.5
dish_1568061145,images\dish_1568061145.png,187.053268
dish_1565035830,images\dish_1565035830.png,340.127991
dish_1565898758,images\dish_1565898758.png,612.990295
dish_1560888893,images\dish_1560888893.png,213.164108
dish_1558629578,images\dish_1558629578.png,22.5
dish_1559751744,images\dish_1559751744.png,227.329987
dish_1558031019,images\dish_1558031019.png,206.442001
dish_1562173200,images\dish_1562173200.png,213.366608
dish_1564690167,images\dish_1564690167.png,251.781372
dish_1565898128,images\dish_1565898128.png,209.030762
dish_1567628069,images\dish_1567628069.png,107.433014
dish_1558721272,images\dish_1558721272.png,29.52
dish_1564588688,images\dish_1564588688.png,148.178009
dish_1562180025,images\dish_1562180025.png,798.913696
dish_1565895879,images\dish_1565895879.png,96.681755
dish_1562959190,images\dish_1562959190.png,518.801147
dish_1562169840,images\dish_1562169840.png,739.663696
dish_1568320338,images\dish_1568320338.png,390.180786
dish_1562860045,images\dish_1562860045.png,280.290009
dish_1562096633,images\dish_1562096633.png,288.703217
dish_1561567086,images\dish_1561567086.png,142.754013
dish_1565640601,images\dish_1565640601.png,411.151825
dish_1565724620,images\dish_1565724620.png,473.953308
dish_1565812146,images\dish_1565812146.png,72.94017
dish_1566591080,images\dish_1566591080.png,909.629578
dish_1564588533,images\dish_1564588533.png,236.06601
dish_1564691380,images\dish_1564691380.png,96.261002
dish_1558640190,images\dish_1558640190.png,19.719999
dish_1559844683,images\dish_1559844683.png,132.959991
dish_1567628099,images\dish_1567628099.png,127.493019
dish_1564429235,images\dish_1564429235.png,479.757751
dish_1568665052,images\dish_1568665052.png,345.654053
dish_1558113430,images\dish_1558113430.png,7.84
dish_1561666794,images\dish_1561666794.png,138.097
dish_1565203015,images\dish_1565203015.png,663.939575
dish_1559843715,images\dish_1559843715.png,176.140015
dish_1560270537,images\dish_1560270537.png,24.0
dish_1566922978,images\dish_1566922978.png,124.32
dish_1566415591,images\dish_1566415591.png,214.780777
dish_1563984729,images\dish_1563984729.png,495.720032
dish_1558373284,images\dish_1558373284.png,389.39801
dish_1557936555,images\dish_1557936555.png,149.279999
dish_1564761388,images\dish_1564761388.png,54.599998
dish_1563565354,images\dish_1563565354.png,272.315186
dish_1559674866,images\dish_1559674866.png,125.660004
dish_1561749711,images\dish_1561749711.png,300.077911
dish_1562947598,images\dish_1562947598.png,87.720001
dish_1563827482,images\dish_1563827482.png,894.521667
dish_1562615388,images\dish_1562615388.png,360.182037
dish_1559678146,images\dish_1559678146.png,348.57666
dish_1562775549,images\dish_1562775549.png,174.977127
dish_1558718009,images\dish_1558718009.png,25.84
dish_1563389719,images\dish_1563389719.png,529.817993
dish_1563911255,images\dish_1563911255.png,293.192169
dish_1559235690,images\dish_1559235690.png,172.604996
dish_1558376768,images\dish_1558376768.png,74.360001
dish_1559841979,images\dish_1559841979.png,39.289997
dish_1564169958,images\dish_1564169958.png,787.776489
dish_1565021714,images\dish_1565021714.png,381.171448
dish_1562688552,images\dish_1562688552.png,235.820007
dish_1559062082,images\dish_1559062082.png,387.869995
dish_1561752970,images\dish_1561752970.png,642.29187
dish_1562775212,images\dish_1562775212.png,92.480003
dish_1565119464,images\dish_1565119464.png,504.065033
dish_1561748862,images\dish_1561748862.png,154.772949
dish_1564170098,images\dish_1564170098.png,50.799999
dish_1563477736,images\dish_1563477736.png,277.047302
dish_1565638478,images\dish_1565638478.png,47.615753
dish_1558641416,images\dish_1558641416.png,59.416
dish_1563391989,images\dish_1563391989.png,462.847504
dish_1561662814,images\dish_1561662814.png,23.243509
dish_1565811588,images\dish_1565811588.png,348.484161
dish_1561662926,images\dish_1561662926.png,288.335541
dish_1558461760,images\dish_1558461760.png,10.98
dish_1558722906,images\dish_1558722906.png,95.489998
dish_1559842409,images\dish_1559842409.png,359.192993
dish_1566413469,images\dish_1566413469.png,459.663025
dish_1559157454,images\dish_1559157454.png,34.564575
dish_1561662869,images\dish_1561662869.png,284.34552
dish_1561749750,images\dish_1561749750.png,330.527924
dish_1563551397,images\dish_1563551397.png,365.53064
dish_1564590146,images\dish_1564590146.png,141.005844
dish_1566934085,images\dish_1566934085.png,82.590729
dish_1560444785,images\dish_1560444785.png,313.079987
dish_1565813414,images\dish_1565813414.png,139.720078
dish_1561654732,images\dish_1561654732.png,242.360001
dish_1565208611,images\dish_1565208611.png,73.669174
dish_1567542986,images\dish_1567542986.png,605.856323
dish_1565195493,images\dish_1565195493.png,406.998535
dish_1565711183,images\dish_1565711183.png,460.42337
dish_1565194823,images\dish_1565194823.png,386.59552
